acronym,title,projectUrl,status,
PRIV-WAR,Regulating privatisation of war the role of the EU in assuring the compliance with international humanitarian law and human rights,http://priv-war.eu/,,
ATLAS,Armed Conflicts Peacekeeping Transitional Justice Law as Solution,http://projetatlas.univ-paris1.fr/,,
EURO-FESTIVAL,Art Festivals and the European Public Culture,http://www.euro-festival.org/,,
NMD-CHIP,Development of targeted DNA Chips for High Throughput Diagnosis of NeuroMuscular Disorders,http://www.nmd-chip.eu/,,
REPLACES,Restorative Plasticity At Corticostriatal Excitatory Synapses,http://www.replaces-pd.org/,,
FOCUS-BALKANS,Food Consumer Science in the Balkans Frameworks Protocols and Networks for a better knowledge of food behaviours,http://www.focus-balkans.org/,,
EELIAD,European Eels in the Atlantic Assessment of Their Decline,http://www.eeliad.com/,,
AGAPAC,Advanced GaN packaging,http://www.agapac.eu/,,
MEDIA & CITIZENSHIP,Media and Citizenship Transnational Television Cultures Reshaping Political Identity in the European Union,http://media-citizenship.eu/,,
VICO,Financing Entrepreneurial Ventures in Europe Impact on innovation employment growth and competitiveness,http://www.vicoproject.org/,,
VITAL,Integrated Monitoring and Control of Foodborne Viruses in European Food Supply Chains,http://eurovital.org/,,
TB-STEP,Strategies for the eradication of bovine tuberculosis,https://www.visavet.es/tb-step/,,
GASMEMS,Gas Flows in Micro Electro Mechanical Systems,http://www.gasmems.eu/,,
FACEPA,Farm Accountancy Cost Estimation and Policy Analysis of European Agriculture,http://facepa.slu.se/,,
FUTUREFARM,Integration of Farm Management Information Systems to support real time management decisions and compliance of management standards,http://www.futurefarm.eu/,,
EURIPFNET,European IPF Network Natural course Pathomechanisms and Novel Treatment Options in Idiopathic Pulmonary Fibrosis,http://www.pulmonary-fibrosis.net/,,
NEUROGLIA,Molecular and cellular investigation of neuron astroglia interactions Understanding brain function and dysfunction,http://www.neuroglia.eu/welcome.php,,
IPODD,IBD proteases offer new targets for drug discovery,http://www.ipodd.eu/,,
TARCC,Targeting alpha particle emitting radionuclides to combat cancer,http://www.tarcc.org/,,
PATIENTPARTNER,Identifying the Needs for Patients Partnering in Clinical Research,http://www.vsop.nl/,,
TOBI,Targeting OBesity driven Inflammation,http://www.tobi-project.eu/,,
EURIPIDES,EUropean Research initiative to develop Imaging Probes for early In vivo Diagnosis and Evaluation of response to therapeutic Substances,http://www.euripides-europe.com/,,
ADAMANT,ANTIBODY DERIVATIVES AS MOLECULAR AGENTS FOR NEOPLASTIC TARGETING,http://www.adamant-fp7.eu/,,
EURADRENAL,Pathophysiology and natural course of autoimmune adrenal failure in Europe,http://www.euradrenal.org/,,
ADAPT,Adipokines as Drug Targets to Combat Adverse Effects of Excess Adipose Tissue,http://www.adapt-eu.net/,,
CRUMBS IN SIGHT,Restoring Mueller glia cell photoreceptor interactions with Crumbs,http://crfb.univ-mrs.fr/Crumbs/,,
COPACETIC,COPD Pathology Addressing Critical gaps Early Treatment and Innovative Concepts,http://www.copacetic-study.eu/english,,
3D NANOCHEMISCOPE,Combined SIMS SFM Instrument for the 3 Dimensional Chemical Analysis of Nanostructures,http://www.3dnanochemiscope.eu/,,
ICPCNANONET,A web based repository of nanoscience and nanotechnology publications database of researchers and online forum to inform and facilitate networking between EU and ICPC RTD,http://www.icpc-nanonet.org/,,
MDSPM,Equipment and Methodology for Multi Dimensional Scanning Probe Microscopy,http://createc.de/,,
FRESP,Advanced first response respiratory protection,http://www.rma.ac.be/fp7-fresp/,,
SYMBIOSIS-EU,Scientific sYnergisM of nano Bio Info cOgni Science for an Integrated system to monitor meat quality and Safety during production storage and distribution in EU,http://www.symbiosis-eu.net/,,
RURALJOBS,New Sources of Employment to Promote the Wealth Generating Capacity of Rural Communities,http://www.ruraljobs.org/,,
NANODETECT,Development of nanosensors for the detection of quality parameters along the food chain,http://www.nanodetect.eu/,,
NAMASTE,Nanostructured Magnetic Materials for Nanospintronics,http://namaste-project.net/,,
ERUDESP,Development of Electrochemical Reactors Using Dehydrogenases for Enantiopure Synthon Preparations,http://www.erudesp.eu/,,
EMBEK1,Development and analysis of polymer based multi functional bactericidal materials,http://www2.mpip-mainz.mpg.de/eu-projekte/embek1/,,
GENINCA,Genomic instability and genomic alterations in pre cancerous lesions and or cancer,http://www.geninca.eu/,,
RESPECT,Relating Expectations and needs to Participation and Empowerment of children in Clinical Trials,http://www.patientneeds.eu/,,
CANCERPATHWAYS,Developmental Molecular Pathways in Drosophila as a Model for Human Cancer,http://www.cancerpathways.eu/,,
PROSPECTS,PROteomics SPECification in Time and Space,http://www.prospects-fp7.eu/,,
MEMSTICK,Synaptic mechanisms of memory loss novel cell adhesion molecules as therapeutic targets,http://www.memstick.org/,,
ENSEMBLE,ENgineered SElf organized Multi component structures with novel controllaBLe Electromagnetic functionalities,http://www.ensemble-fp7.eu/,,
GEFOS,GENETIC FACTORS FOR OSTEOPOROSIS,http://www.gefos.org/,,
MEGMRI,Hybrid MEG MRI Imaging System,http://whm09.louhi.net/suspended.page/,,
NANOIMPACTNET,European Network on the Health and Environmental Impact of Nanomaterials,http://www.nanoimpactnet.eu/,,
NAPOLYNET,Setting up research intensive clusters across the EU on characterization of polymer nanostructures,http://www.scite.eu/index.php/links/napolynet,,
ECONAM,Electromagntetic Characterization Of NAnostructured Materials ECONAM,http://econam.metamorphose-vi.org/,,
SEREN,SEcurity REsearch Ncp network phase 1,http://www.seren-project.eu/,,
COURAGE,Cybercrime and cyberterrOrism E Uropean Research AGEnda,https://www.courage-project.eu/,,
TIDALSENSE,Development of a condition monitoring system for tidal stream generator structures,http://www.tidalsense.com/,,
FRESHFILM,New Active Recyclable Packaging with Natural Antioxidising for the extension of the fresh food shelf live,http://www.freshfilm.org/,,
MICROGRASS,Release of sugars from lignocellulosic biomass by microwave plasma,https://www.ljmu.ac.uk/research/centres-and-institutes,,
QUALVIVO,The Development of a Next Generation Probiotic Supplement for Treatment and Prevention of Antibiotic Associated Diarrhoea,http://www.qualvivo.eu/,,
COBAPACK,Development of a new recyclable long life co injected high barrier packaging for food applications with broad design possibilities and reduced manufacturing costs,http://www.cobapack.eu/,,
OPTOSAT,DBS LNB STB Optical Fibre Transmission Link,http://www.optosat.com/,,
EN-X-OLIVE,Supporting SME driven olive industry to comply with EU directives,http://www.enxolive.com/,,
PROSPAWN,IMPLEMENTATION OF NATURAL SPAWNING FOR MARINE FISH SPECIES IN CULTURE IMPROVING THE QUALITY OF OFF SPRING AND ANIMAL WELFARE,http://prospawn.akvaplan.com/,,
BIMOSYN,DEVELOPMENT OF NEW ECOLOGICAL PESTICIDES BY INCORPORATION OF SYNERGIC BIO MOLECULES,http://bimosyn.eu/,,
BRAINSAFE,Development of a new non invasive absolute Intracranial Pressure aICP measurement device based on ultrasound and Doppler technologies,http://www.fp7brainsafe.com/,,
SORBENT,Soil remediation technique for in situ cleaning of soils contaminated with heavy hydrocarbons mixtures,http://sorbent.lt/,,
EXTRUWIN,Extruded window profiles based on an environmentally friendly wood polymer composite material,http://www.wki.fraunhofer.de/,,
PREFER,Space based Information Support for Prevention and REcovery of Forest Fires Emergency in the MediteRranean Area,http://www.prefer-copernicus.eu/,,
ECOPET,Demonstration of innovative lightweight 100 recyclable PET prototype formulations and process tooling for low carbon footprint packaging to replace current industry standard virgin plastics,http://www.rpet-fc-demoproject.eu/,,
PREVIEW,PREVention of diabetes through lifestyle Intervention and population studies in Europe and around the World,http://preview.ning.com/,,
INSEC,Increase Innovation and Research within Security Organisations,http://www.insec-project.eu/en/,,
SHIP INSPECTOR,DETECTION OF SAFETY CRITICAL CRACKS AND CORROSION IN SHIPS USING NOVEL SENSORS AND SYSTEMS BASED ON ULTRASONIC LINEAR PHASED ARRAY TECHNOLOGY,http://www.shipinspector.eu/,,
ALGADISK,Novel algae based solution for CO2 capture and biomass production,http://algadisk.eu/,,
FORLAB,Forensic Laboratory for in situ evidence analysis in a post blast scenario,http://www.fp7-forlab.eu/,,
OVER-MYR,Overcoming clinical relapse in multiple myeloma by understanding and targeting the molecular causes of drug resistance,http://www.over-myr.eu/,,
FREESIC,Free Secure Interoperable Communications,http://www.freesic.eu/,,
EPIHEALTH,Linking perturbed maternal environment during periconceptional development due to diabetes obesity or assisted reproductive technologies and altered health during ageing,http://epihealth.biotalentum.eu/,,
COMPLEXINC,New Technologies and Production Tools for Complex Protein Biologics,http://www.complexinc.eu/,,
SILNE,Tackling socioeconomic inequalities in smoking learning from natural experiments by time trend analyses and cross national comparisons,http://www.ensp.org/node/738,,
BETABAT,Development of novel treatment strategies based on knowledge of cellular dysfunction in diabetes,http://betabat.ulb.ac.be/index.php,,
RODAM,Type 2 diabetes and obesity among sub Saharan African native and migrant populations dissection of environment and endogenous predisposition,http://www.rod-am.eu/,,
LLLIGHT'IN'EUROPE,Lifelong Learning Innovation Growth and Human capital Tracks in Europe,http://www.lllightineurope.com/home/,,
MYWAVE,MyWave A pan European concerted and integrated approach to operational wave modelling and forecasting a complement to GMES MyOcean services,http://www.mywave.eu/en/,,
FOODSCAN,DEVELOPMENT OF AN AUTOMATED NOVEL BIOSENSOR PLATFORM FOR PESTICIDE RESIDUE DETECTION,http://www.foodscan.net/,,
BIOHYBRID,Biohybrid templates for peripheral nerve regeneration,https://www.mh-hannover.de/biohybrid.html,,
ELSA,European Levitated Spherical Actuator,http://elsa-project.eu/,,
ODYSSEUS,Engage and Inspire the European youth in the space exploration through a scientific contest Odysseus,http://www.odysseus-contest.eu/,,
OSS2015,Ocean Strategic Services beyond 2015,http://www.oss2015.eu/,,
CETIEB,Cost Effective Tools for Better Indoor Environment in Retrofitted Energy Efficient Buildings,http://www.cetieb.eu/SitePages/Home.aspx,,
BOND,BIOELECTRONIC OLFACTORY NEURON DEVICE,http://bondproject.org/,,
ROAMER,A Roadmap for Mental Health Research in Europe,http://www.roamer-mh.org/,,
DEM-CHILD,A Treatment Oriented Research Project of NCL Disorders as a Major Cause of Dementia in Childhood,http://www.dem-child.eu/index.php/background-16.html,,
LifeSaver,Context sensitive monitoring of energy consumption to support energy savings and emissions trading in industry,http://www.lifesaver-fp7.eu/,,
PRODI,Manufacturing and Production Equipment and Systems for Polymer and Printed Electronics,http://www.project-prodi.eu/,,
TREsPASS,Technology supported Risk Estimation by Predictive Assessment of Socio technical Security,http://www.trespass-project.eu/,,
CombOLED,Combined Organic LED Technology for Large Area Transparent and low cost lighting Applications,http://www.comboled-project.eu/,,
Fast2Light,High throughput large area and cost effective OLED production technologies,http://www.fast2light.org/,,
EURODOTS,European Doctoral Training Support in Micro Nano electronics,http://www.eurodots.org/,,
iMP,intelligent Metadata driven Processing and distribution of audiovisual media,http://imp.upf.edu/,,
SYSTEX,Coordination action for enhancing the breakthrough of intelligent textile systems e textiles and wearable Microsystems,http://systex.org/,,
IMPACT,Integrated Method for Policy making using Argument modelling and Computer assisted Text analysis,http://www.csr-impact.eu/,,
FNIR,Fusing far infrared and near infrared imaging for pedestrian injury mitigation,http://www.fnir.eu/,,
HBB-NEXT,Next Generation Hybrid Broadcast Broadband,http://www.hbb-next.eu/,,
SECO,Self Constructing Computing Systems,http://www.seco-project.eu/,,
URB-Grade,URB Grade Decision Support Tool for Retrofitting a District Towards the District as a Service,http://urb-grade.eu/,,
SYMBRION,Symbiotic Evolutionary Robot Organisms,http://www.cogseu.org/,,
AlterEgo,Enhancing Social Interaction with an AlterEgo Artificial Agent,http://www.euromov.eu/alterego/,,
5GNOW,5th Generation Non Orthogonal Waveforms for Asynchronous Signalling,http://www.5gnow.eu/,,
WADIMOS,Wavelength Division Multiplexed Photonic Layer on CMOS,http://www.wadimos.eu/,,
AirPROM,Airway Disease PRedicting Outcomes through Patient Specific Computational Modelling,http://www.europeanlung.org/en/projects-and-research/projects/airprom/home,,
SMILING,Self mobility improvement in the elderly by counteracting falls,http://www.smilingproject.eu/,,
Guardian Angels,Guardian Angels for a Smarter Life,http://www.ga-project.eu/,,
EUROPRACTICE IC5,EUROPRACTICE CAD and IC Service for European universities and research institutes,http://www.europractice.com/,,
CULTURA,CULTivating Understanding and Research through Adaptivity,http://www.cultura-strep.eu/home,,
EnPROVE,Energy consumption prediction with building usage measurements for software based decision support,http://www.enprove.eu/,,
BRISQ2,Bright Squeezed Vacuum and its Applications,http://www.brisq2.eu/index.php?id=762,,
SARABAND,Smart Antenna Radio for Access and Backhaul for Advanced Network noDes,http://www.sarabandfp7.eu/,,
