acronym,title,projectUrl
INSIDEFOOD,"""Integrated sensing and imaging devices for designing, monitoring and controlling microstructure of foods""",http://www.insidefood.eu
PORPARDET,Portable Particulate Detection Device,http://www.porpardet.signalgenerix.com/index.php
OXIDES,Engineering Exotic Phenomena at Oxide Interfaces,http://www.oxides.ulg.ac.be/
FIND AND BIND,Find and Bind: Mastering sweet cell-instructive biosystems by copycat nano-interaction of cells with natural surfaces for biotechnological applications,http://www.findandbind.eu
NANOCLEAN,Optimisation and upscaling of self-cleaning surfaces for automotive sector by combining tailored nanostructured machined injection tools and functional thermoplastic nanocompounds,http://www.nanoclean-project.eu/
SOM,Support and Opposition to Migration. A cross national comparison of the politicization of migration,http://www.som-project.eu/
ONTOWIKI,"""OntoWiki – Semantic Collaboration for Enterprise Knowledge Management, E-Learning and E-Tourism""",http://ontowiki.eu/Welcome
CORNET II,Collective Research ERA-NET II,http://cornet-era.net
EURACOM,EUropean Risk Assessment and COntingency planning Methodologies for interconnected energy networks,http://www.eos-eu.com/?Page=euracom
ACCEPT,ADVANCED CO2 CLEANING AS AN ECOLOGICAL PROCESS TECHNOLOGY,http://www.kreussler.com/accept
PRIORITY,Protecting the food chain from prions: shaping European priorities through basic and applied research,http://www.prion-priority.eu/web/
PROPRALINE,Structure and processing for high-quality of chocolate pralines,http://projekt.sik.se/propraline/
SNAPPER,The development of a novel rare-earth magnet based wave power conversion system - Snapper,http://www.snapperfp7.eu
SOLARIS,A novel modular solar air source heat pump system,http://solaris.pera.com
MODIFY,Multi-scale modelling of interfacial phenomena in acrylic adhesives undergoing deformation,http://modify.chemeng.upatras.gr
INNOYEAST,INNOVATION AND IMPROVEMENT OF EUROPEAN WINE INDUSTRY COMPETITIVENESS BY THE RESEARCH AND DEVELOPMENT OF NATIVE MICROENCAPSULATED WINE YEASTS TO PRODUCE QUALITY WINES,http://innoyeast.eu/
FUNENTECH,"""Study of functionality, nutritional and safety aspects of liquid foods, liquid food preparations and cosmetics processed by ultra-high pressure homogenisation""",http://grupsderecerca.uab.cat/funentech/
PIDOP,Processes Influencing Democratic Ownership and Participation,http://www.pidop.unibo.it/
SAFE HEAT,A Novel Conductive Surface for Efficient Heating of Bulk Containers and Drums,http://www.safeheat.eu
MONAMI,Modeling of Nano-scaled Advanced Materials Intelligently,http://www.iacs.res.in/monami/Home.html
EULASUR,Network in Advanced Materials and Nanomaterials of industrial interest between Europe and Latin American Countries of MERCOSUR (Argentina-Brazil-Uruguay),http://www.icmab.es/eulasur
ENPRA,RISK ASSESSMENT OF ENGINEERED NANOPARTICLES,http://www.enpra.eu
3D-NANOBIODEVICE,Three-dimensional nanobiostructure-based self-contained devices for biomedical application,http://www.mah.se/3Dnanobiodevice
CAMINEMS,Integrated Micro-Nano-Opto Fluidic systems for  high-content diagnosis  and studies of rare cancer cells,http://www.caminems.eu
ADGLASS,Adhesion and Cohesion at Interfaces in High Performance Glassy Systems,http://www.adglass.eu
COMETNANO,"""Technologies for Synthesis, Recycling and Combustion of Metallic Nanoclusters as Future Transportation Fuels""",http://www.cometnano.org
NASA-OTM,NAnostructured Surface Activated ultra-thin Oxygen Transport Membrane,http://www.nasa-otm.eu
MAGNONICS,Magnonics: Mastering Magnons in Magnetic Meta-Materials,http://www.magnonics.org/
INLIVETOX,"""Intestinal, Liver and Endothelial Nanoparticle Toxicity  Development and evaluation of a novel tool for high-throughput data generation.""",http://www.inlivetox.eu
NANOGOLD,SELF-ORGANIZED NANOMATERIALS FOR TAILORED OPTICAL AND ELECTRICAL PROPERTIES,http://nanogold.epfl.ch
LEARNFORM,Self-Learning Sheet Metal Forming System,http://www.learnform.eu
PERFOOD,PERFluorinated Organics in Our Diet,http://www.perfood.eu/
MAHEATT,Materials for high energy accumulators in traction and tools,http://www.mn.uio.no/smn/english/research/projects/maheatt/
CHIBCHA,Genetic study of Common Hereditary Bowel Cancers in Hispania and the Americas,http://www.well.ox.ac.uk/CHIBCHA/
FINNOV,"""Finance, Innovation and Growth: Changing Patterns and Policy Implications""",http://www.finnov-fp7.eu
NOMS,NANO-OPTICAL MECHANICAL SYSTEMS,http://www.noms-project.eu
SIMBA,Scaling-up of ICP technology for continuous production of Metallic nanopowders for Battery Applications,http://www.simba-project.eu/
SMD,Single or few molecules detection by combined enhanced spectroscopies,http://www.singlemoleculedetection.eu
ODICIS,ODICIS - One DIsplay for a Cockpit Interactive Solution,http://www.odicis.org
MACC,Monitoring Atmospheric Composition and Climate,http://www.gmes-atmosphere.eu
AMCOS,Advanced Materials as CO2 Removers:  A Computational Study of CO2 Sorption Thermodynamics and Kinetics,http://comse.chemeng.ntua.gr/amcos/
INFU,"""Innovation Futures in Europe: A Foresight Exercise on emerging Patterns of Innovation. Visions, Scenarios and Implications for Policy and Practice""",http://www.innovation-futures.org/
FLOODSTAND,Integrated Flooding Control and Standard for Stability and Crises Management,http://floodstand.aalto.fi/index.html
IRIS,Integrated European Industrial Risk Reduction System,http://www.iris-safety.eu
CARDIOCELL,Development of cardiomyocyte replacement strategy for the clinic,http://www.cardiocell.org
POLYZION,Fast Rechargeable Zinc-Polymer Battery based on Ionic Liquids,http://www.polyzion.eu
MEDEA,Models and their Effects on Development paths: an Ethnographic and comparative Approach to knowledge transmission and livelilhood strategies,http://www.medeasteelproject.org/
NEUROXSYS,Genomic Regulatory Systems of Human X-linked neurological diseases,http://neuroxsys.net/
HITT-2008,Health in Times of Transition: Trends in Population Health and Health Policies in CIS Countries,http://www.hitt-cis.net/
NANODEVICE,"""Novel Concepts, Methods, and Technologies for the Production of Portable, Easy-to-Use Devices for the Measurement and Analysis of Airborne Engineered Nanoparticles in Workplace Air""",http://www.nano-device.eu
AGRIFOODRESULTS,European Initiative for a better use of  the results of agri-food research,http://www.agrifoodresults.eu
CEED3,Collaborative European effort to Develop Diabetes Diagnostics,http://www.ceed3.org/
BASEFOOD,Sustainable exploitation of bioactive components from the Black Sea Area traditional foods,http://www.basefood-fp7.eu/
INFARCT CELL THERAPY,Therapy after heart infarct: prevention of reperfusion injury and repair by stem cell transfer,http://www.infarctcelltherapy.eu/
TERPMED,Plant Terpenoids for Human Health: a chemical and genomic approach to identify and produce bioactive compounds,http://www.terpmed.eu
LEPAS,Long-Run Economic Perspectives of an Ageing Society,http://www.lepas-fp7.de/index.php
CHINESEVIEWSOFEU,DISAGGREGATING CHINESE PERCEPTIONS OF THE EU AND THE IMPLICATIONS FOR THE EU’S CHINA POLICY,http://www.nottingham.ac.uk/cpi/research/funded-projects/chinese-eu/consortium.aspx
MONFISPOL,Modeling and Implementation of Optimal Fiscal and Monetary Policy Algorithms in Multi-Country Econometric Models,http://www.monfispol.eu/
PHASE,A PHArmacogenomic study of Statins in the Elderly at risk for cardiovascular disease,http://www.lumc.nl/con/9099/100426014917221/
POLYMODE,Novel Polysaccharide Modifying Enzymes to Optimise the Potential of Hydrocolloids for Food and Medical Applications,http://www.polymode.eu/
INTEG-MICRO,New production technologies of complex 3D Micro-devices through multiprocess integration of ultra precision engineering techniques,http://www.integ-micro.eu
DIRECTSPARE,Strengthening the industries’ competitive position by the development of a logistical and technological system for “spare parts” that is based on on-demand production,http://www.directspare.eu
HIPER-ACT,Novel technology for HIgh-PERformance piezoelectric Actuators,http://www.hiperact.org/
NANOBE,Nano- and microtechnology -based analytical devices for online measurements of bioprocesses,http://www.vtt.fi/sites/nanobe/?lang=en
PSYCHCNVS,Copy number variations conferring risk of psychiatric disorders in children,http://www.psych-cnv.eu/index.php
SHRINK SMART,Governance of shrinkage within a European context,http://www.ufz.de/shrinksmart/
MOLPARK,Molecular mechanisms of neuronal restoration:  novel approaches for Parkinson's Disease,http://www.molpark.co.uk
PROFACITY,Profane citizenship in Europe - Testing democratic ownership in hybrid situations,http://www.profacity.eu
ATLAS,Development of Laser-Based Technologies and Prototype Instruments for Genome-Wide Chromatin ImmunoPrecipitation Analyses,http://projetatlas.univ-paris1.fr
NANO-TV,Enhancing public awareness on the results of European research actions on Nanosciences and Nanotechnologies through the professional use of television media and the internet,http://www.youris.com
INFLA-CARE,Understanding inflammation-associated tumorigenesis for the rational design of novel anti-cancer therapeutic strategies,http://inflacare.imbb.forth.gr/
POLHIA,"""Monetary, Fiscal and Structural Policies with Heterogeneous Agents""",http://www.polhia.eu
CO-NANOMET,COordination of NANOMETrology in Europe,http://www.co-nanomet.eu
CIT-PART,Impact of Citizen Participation on Decision-Making in a Knowledge Intensive Policy Field,http://www.cit-part.at/
REPRO,Reproductive decision-making in a macro-micro perspective,http://www.oeaw.ac.at/vid/repro/
MORGAN,Materials for Robust Gallium Nitride,http://www.morganproject.eu
IMPALA,Intelligent Manufacture from Powder by Advanced Laser Assimilation,http://www.impala-project.eu.com
NANORETOX,THE REACTIVITY AND TOXICITY OF ENGINEERED NANOPARTICLES:  RISKS TO THE ENVIRONMENT AND HUMAN HEALTH,http://www.nanoretox.eu
NEURONANO,Do nanoparticles induce neurodegenerative diseases? Understanding the origin of reactive oxidative species and protein aggregation and mis-folding phenomena in the presence of nanoparticles,http://www.neuronano.eu
MUST,MULTI-LEVEL PROTECTION OF MATERIALS FOR VEHICLES BY “SMART” NANOCONTAINERS,http://www.must-eu.com
COMPOLIGHT,CompoLight: Rapid Manufacturing of lightweight metal components,http://compolight.dti.dk
POINT,Policy Influence of indicators,http://www.point-eufp7.info/
MESSIB,Multi-source Energy Storage System Integrated in Buildings,http://www.messib.eu
CHERISH,"""Improving Diagnoses of Mental Retardation in Children in  Central Eastern Europe and Central Asia  through Genetic Characterisation and Bioinformatics/-Statistics,""",http://www.cherishproject.eu/
GRASP,Green Advanced Space Propulsion,http://www.grasp-fp7.eu
ANOPOPAGE,Population age structure and age structure modification via Wolbachia in Anopheles gambiae,http://cordis.europa.eu/projects/223241
SAFER,Services and Applications For Emergency Response,http://www.emergencyresponse.eu
EUROCOURSE,Europe against Cancer: Optimisation of the Use of Registries for Scientific Excellence in research,http://www.eurocourse.org
AMON-RA,"""Architectures, Materials, and One-dimensional Nanowires for Photovoltaics - Research and Applications""",http://www.amonra.eu
SURFUNCELL,Surface functionalisation of cellulose matrices using cellulose embedded nano-particles,http://www.surfuncell.eu
NANOTHER,Integration of Novel Nanoparticle based Technology for Therapeutics and Diagnosis of different types of Cancer,http://www.nanother.eu/
PASSAGE,PASSAGE,http://www.passage-project.eu
TIGI,Towards an innovative galvanic industry,http://www.tigi-innovation.com
ENRI-EAST,"""Interplay of European, National and Regional Identities: nations between states along the new eastern borders of the European Union""",http://www.enri-east.net/en/
CHEARTED,Gene- Environment Interactions in Heart Development,http://www.chearted.eu/
LIFECYCLE,"""Building a biological knowledge-base on fish lifecycles for competitive, sustainable European aquaculture""",http://www.lifecycle-fp7.eu/
G-MOSAIC,"""G-MOSAIC GMES services for Management of Operations, Situation Awareness and Intelligence for regional Crises""",http://www.gmes-gmosaic.eu
GREEN-WAKE,Demonstration of LIDAR Based Wake Vortex Detection System Incorporating an Atmospheric Hazard Map,http://www.greenwake.org/news.html
EFIGE,European Firms In a Global Economy: Internal policies for external competitiveness,http://www.efige.org
INCOMB,"""Combating incontinence, from basic science to clinical practice""",http://www.incomb.eu/
BIOSTRUCT,Complex structural and multifunctional Parts from enhanced Wood-based Composites - eWPC,http://www.biostructproject.eu
CPSI,Changing Perceptions of Security and Interventions,http://cpsi-fp7.eu/
SUSTAINCOMP,Development of Sustainable Composite Materials,http://www.sustaincomp.eu
H-KNOW,Advanced Infrastructure for Knowledge Based Services for Buildings Restoring,http://www.h-know.eu/
MULTILAYER,Rolled multi material layered 3D shaping technology,http://multilayer.4m-association.org/
ORPHEE,Innovative propellants in hybrid propulsion technology and its applications in space transportation,http://www.orphee-fp7-space.eu
GIPIO,Gastro-intestinal Peptides in Obesity,http://www.gipio.eu
