,title,projectUrl,acronym
6608,The dynamics and evaluation of finger ponds in east african freshwater wetland ecotones using appropriate fish production techniques,http://www.ihe.nl/fingerponds,FINGERPONDS
6611,Ion Implantation at Ultra-Low Energy for Future Semiconductor Devices,http://www.imm.cnr.it/imm/progetti/projects/impulse/impulse_home.html,IMP.U.L.SE
6612,Grid Resources for Industrial Applications,http://www.gria.org/,GRIA
6614,MolCoNet - A thematic network on molecular computing,http://www.disco.unimib.it/molconet/main.html,MOLCONET
6653,Deployment of hyace tools in new tests on hydrates,http://www.geotek.co.uk/hyacinth/,HYACINTH
6654,Towards the coordination of scientific research in marine protected areas. international workshop on the development of a european research network.,http://www.icram.org/afrodite/summary.htm,AFRODITE-WS
6655,Wasserglass in leather production (in order to minimize tannery wastes),http://www.htl-chemie-informatik.ac.at/wasserglass,WASSERGLASS
6661,Wildland-urban area fire risk management,http://www.euwarm.org,WARM
6664,Innovative management of groundwater resources- training programme for eu accession countries,http://www.image-train.net/,IMAGE-TRAIN
6665,Sensor development for routine prediction of metal biouptake in freshwaters and soil solutions,http://www.qub.ac.uk/biospec/biospec.html,BIOSPEC
6666,Analysing combination effects of mixtures of estrogenic chemicals in marine and freshwater organisms,http://www.the-ace-project.info,ACE
6678,Nitrate from aquifers and influences on carbon cycling in marine ecosystems,http://www.synkron.ribeamt.dk/sw906.asp,NAME
6679,Genomic tools for bio-monitoring of pollutant coastal impact,http://www.genipol.stir.ac.uk/,GENIPOL
6681,Cybernetic transportation systems for the cities of tomorrow,http://www.cybermove.org/,CYBERMOVE
6712,Thermoplastic composites infrastructure co-operation network,http://www.coronet.eu.com.,
6713,Pedagogical and educational research information network for europe,http://www.perine.org,
6717,High sensitivity fast field-cycling nmr,http://www.cerm.unifi.it/EU-RTD/hsffc.html,HSFFC NMR
6719,Centre for ultrafast science and biomedical optics,http://www.cusbo.polimi.it,CUSBO
6720,"Lngs: a low background facility for particle physics, astrophysics, nuclear physics, geophysics and biology.",http://www.lngs.infn.it,LNGSBEYOND2000
6721,"Access to submicron center for research on semiconductor materials, devices and structures",http://www.weizmann.ac.il/physics/smc,WISSMC
6723,Enhanced access to the berlin neutron scattering center (bensc) - add-on prolongation,http://www.hmi.de/bensc,BENSC ACCESS 2
6725,The provision of access to the isis pulsed muon facility,http://www.isis.rl.ac.uk/muons/,ISIS MUONS
6726,Nmr research infrastructure for paramagnetic biomolecules,http://www.cerm.unifi.it/parabio.html,PARABIO
6728,Network on integrated scenario analysis of metal coating,http://www-iip.wiwi.uni-karlsruhe.de/~voc/isacoat.htm,
6741,EPIcentre Shared Earth Model Activity Collaboration througn meta data Interoperability Over the Net,http://th01.tgv.net/episem-action.org/,EPISEM ACTION
6743,The European Information Society Technologies Prize 2002 and 2003,http://www.it-prize.org,EISTP
6744,"Strategic tools to support adaptive, integrated water resource management under changing utilisation conditions at catchment scale : a co-evolutionary approach.",http://www.aquadapt.net/,AQUADAPT
6745,Resource selection and data fusion for Multimedia INternational Digital libraries,http://www.mind-project.org,MIND
6746,RESEARCH AND DEVELOPMENT INFORMED BY CREATIVE ARTS LABS,http://www.get-radical.net,RADICAL
6747,Virtual Intelligent Co-Driver,http://www.vico-project.org/,VICO
6751,Unified Support and Help for E-commerce enterprises through assisting RDAs,http://www.usherproject.org.uk/,USHER
6752,Home care and remote monitoring system for the population with special needs allowing expert advice to be generated ex situ based on the collected data.,http://www.docobo.com/,DOC@HOME
6753,Integrated reference corpora for spoken romance languages. Multi-media edition; tools of analysis; standard linguistic measures for validation in HLT,http://lablita.dit.unifi.it/coralrom/,C-ORAL-ROM
6754,Advancing User-Centred Product Creation in Interactive Electronic Publishing,http://www.vnet5.org/,VNET 5
6756,Requirements Engineering Methodology Meta-IRqA,http://www.tcpsi.es/remedy/Default.htm,REMEDY
6759,Cultural Units of Learning%L- Tools and Services,http://www.cultos.org,CULTOS
6760,Access to the central laser facility at the rutherford appleton laboratory,http://www.clf.rl.ac.uk/,RAL LASER ACCESS
6761,Trans-national access to the centre for biomedical functional imaging,http://funcimage.biomed.abdn.ac.uk/,FUNCIMAGE
6764,A next-generation experimental setup for reaction studies with relativistic radioactive beams,http://www-land.gsi.de/r3b,R3B
6776,Fisheries governance and food security: north and south in concert,http://wwwsiswo.uva.nl/mare,FISHGOVFOOD
6780,Hazard analysis of antimicrobial resistance associated with asian aquacultural environments,http://www.dist.unige.it/asiaresist,ASIARESIST
6813,Intelligent Content Management System,http://www.icons.rodan.pl,ICONS
6814,Ethernet Switching at Ten Gigabit and Above,http://www.ist-esta.org,ESTA
6815,Postal IT Directions Strategic Study,http://www.posteurop.org,PIDSS
6816,Markov Test Logic - Automated Statistical Testing Suite for Software Validation,http://www.alitec.net/matelo,MATELO
6817,Dependability enhanced distributed System And software architecture with commercial PCs for use in saFEty-related applications,http://www.uni-karlsruhe.de/~iam-kaucher/safe-pc/index.html,SAFE-PC
6818,Integrated NetwOrks for seaMless And transparent service Discovery,http://www.oteconsult.gr/nomad/,NOMAD
6836,Benchmark models for the water framefork directive,http://www.vyh.fi/eng/research/euproj/bmw/homepage.htm,BMW
6837,Harmonising quality assurance in model based catchment and river basin management,http://www.info.wau.nl/harmoniqua/,HARMONIQUA
6842,Advanced mapping with sonar and video,http://www.ece.eps.hw.ac.uk/~amason/,AMASON
6843,European co-ordination on mediterranean prodeltas,http://www.pangaea.de/Projects/EURODELTA/,EURODELTA
6844,Management of sustainable revitalising urban industrial sites,http://www.masurin.net,MASURIN
6845,Arterial streets towards sustainability,http://www.tft.lth.se/artists/,ARTISTS
6846,Developing institutional and social capacity for urban sustainability,http://www.iclei.org.europe.discus,DISCUS
6847,Evaluation and demonstration of innovative city transport,http://www.edict.info,EDICT
6912,HLT Opportunity Promotion in Europe,http://www.hltcentral.org/euromap,HOPE
6914,"VIRTUAL BLACKBOARD Distributed Lecturing Environment""",http://www.virtual-blackboard.iao.fhg.de/,VIRTUAL BLACKBOARD
6929,Integrated business processes and methods for Electronic Procurement and Marketplaces,http://www.openxchange.org,OPENXCHANGE
6979,Artemia biodiversity : current global resources and their sustainable exploitation,http://allserv.rug.ac.be/aquaculture/rend/inco.htm,ARTEMIA BIODIVERSITY
6990,Coherence of public policy of conservation and development of coastal and marine protected areas in in west africa,http://resed.org/consdev,CONSDEV
6991,Estuaries and coastal areas. basis and tools for a more sustainable development,http://lim-ciirc.upc.es/eng/r+d/pro/ecosud,ECOSUD
7045,Maintenance and Improvement of component-based applications diffused in ASP mode,http://www.mecasp.org,MECASP
7046,Integrated Probe Memory,http://www.inprom.org/,INPROM
7047,Microelectronic Device for Individual Cell Sorting,http://www.siliconbiosystems.com/MeDICS/index.htm,MEDICS
7052,Nanoscale electronic elements and circuits for operation at room temperature,http://www.ftf.lth.se/ftf/research/near/near.htm,NEAR
7053,NANOTECHNOLOGY AND MAGNETIC QUBITS TO IMPLEMENT QUANTUM COMPUTATION,http://www.nanomagiqc.com,NANOMAGIQC
7054,Network of Excellence in Computational Logic,http://www.colognet.org/,COLOGNET
7055,Designing an hybrid and emergent educational society,http://www-baghera.imag.fr/,BAP
7056,Artificial vision systems based on early cognitive cortical processing,http://www.pspc.dibe.unige.it/ecovision/,ECOVISION
7057,Proofs of Functionality for Mobile Distributed Systems,http://www.it.uu.se/profundis/,PROFUNDIS
7058,Mobile Calculi Based on Domains,http://mikado.di.fc.ul.pt/,MIKADO
7059,NANODEPOSITION OF ACTIVE ORDERED STRUCTURES BY COLD ATOMS TECHNOLOGIES,http://nanocold.df.unipi.it/intro.html,NANOCOLD
7060,Molecular Interconnect for NanoTechnology,http://www.elec.gla.ac.uk/mint/,MINT
7061,Phase Change Random Access Memory,http://www.ex.ac.uk/pcram/,PC-RAM
7062,Design Environments for Global ApplicationS,http://www.omnys.it/degas/,DEGAS
7063,"Dynamic Assembly, Reconfiguration and Type-checking",http://www.disi.unige.it/project/DART/,DART
7064,Models and Types for Security in Mobile Distributed Systems,http://www.cogs.susx.ac.uk/projects/myths/,MYTHS
7065,Architectures for Mobility,http://www.pst.informatik.uni-muenchen.de/projekte/agile/,AGILE
7066,Quantum Tunneling Device Technology on Silicon,http://www.hlt.uni-duisburg.de/research/projekt_dokumente/qudos/qudos1.html,QUDOS
7067,A/D converter in superconductor-semiconductor hybrid technology,http://www.super-adc.org/,SUPER-ADC
7068,European Take-Up of Essential Information Society Technologies - Agents and MIddle ware,http://www.eutist-ami.org,EUTIST-AMI
7069,Grid Interoperability Project,http://www.grid-interoperability.org/,GRIP
7070,A FLEET OF ARTIFICIAL CHEMOSENSING MOTHS FOR DISTRIBUTED ENVIRONMENTAL MONITORING,http://www.amoth.org/,AMOTH
7071,Self-assembled building blocks for nanocomputers,http://ipga.phys.ucl.ac.uk/research/escher/,ESCHER
7072,"Co-Orthogonal Codes in Cryptography, Data Security, Watermarking and in Entity Authentication",http://vneumann.etse.urv.es/projects/european/coorthogonal/,CO-ORTHOGONAL CODES
7073,Neural knowledge management solutions for the coating market value chain,http://www.zoorobotics.com,KNOWCOAT
7074,Spin polarized injection in nanostructures and devices,http://www.physik.uni-wuerzburg.de/EP3/Arbeitsgruppen/Spinosa/SPINOSA.html,SPINOSA
7075,WonderWeb: Ontology Infrastructure for the Semantic Web,http://wonderweb.man.ac.uk/,WONDERWEB
7076,Architecture and Technologies for Inspirational Learning Environments,http://atelier.k3.mah.se/home/,ATELIER
7077,SECURE: Secure Environments for Collaboration among Ubiquitous Roaming Entities,http://secure.dsg.cs.tcd.ie,SECURE
7090,"A novel, low cost, high temperature, process pipework integrity sensor to prevent catastrophic releases of hazardous chemicals into the environment",http://www.cric.es/PROJECTS/PIPESENZ.htm,PIPESENZ
7092,Advanced study course in river basin modelling for flood risk mitigation,http://www.bham.ac.uk/CivEng/rbm/index.htm,ADC-RBM
7093,Critical assessment of available radar precipitation estimation techniques and development of innovative approaches for environmental management,http://carpediem.am.ub.es/home/,CARPE DIEM
7094,Automated fire and flood hazard protection system,http://www.aegean.gr/geogrpaphy/autohazard/,AUTO-HAZARD PRO
7095,Accidental risk assessment methodology for industries,http://mahbsrv3.jrc.it/aramis/index.html,ARAMIS
7096,Investigation of extreme flood processes and uncertainty,http://www.samui.co.uk/impact-project/Impact_project_overview.htm,IMPACT
7097,Forest fire spread prevention and mitigation,http://www.algosystems.gr/spread,SPREAD
7098,Instruments and networks for developing logistics towards sustainable territorial objectives,http://www.districtlogistics.net,INNESTO
7108,Computer-Optimised Pulmonary delivery in Humans of Inhaled Therapies,http://www.software.aeat.com/cfx/european_projects/cophit/index.html,COPHIT
7114,Delivery of ITS Applications through Multimedia Over Networks using DAB,http://www.ertico.com/activiti/projects/diamond/home.htm,DIAMOND
7115,Interacting With Eyes: Gaze Assisted Access To Information In Multiple Languages,http://www.cs.uta.fi/hci/ieye/,I-EYE
7116,ROBOtic delivery of SENSors in a seismic risk assessment framework,http://www.it-innovation.soton.ac.uk/,ROBOSENSE
7118,Advanced Design Approach for Personalised Training. Interactive Tools,http://raa.joanneum.ac.at/,RAA
7119,Federate European Tourism Information System Harmonization - Engineering Task Force,http://fetish.t-6.it,FETISH - ETF
7121,Interfacing Mobile Applications with Voice Natural Language Interface,http://www.rtd.softwareag.es/imagine/indextext.html,IMAGINE
7122,A tOoL for stereographiC visuAlization and analysis Of astrophySical data,http://cosmolab.cineca.it,COSMO.LAB
7124,Content Transformation engine supporting Universal Access,http://contessa.intranet.gr/,CONTESSA
7126,"European event on technology ""technologies for sustainable development""",http://www.e-e-t.com/presentfr.htm,EET 2001
7128,"Demand driven, european sediment research network",http://www.mep.tno.nl/SedNet/,SEDNET
7129,The tisza river project - real-life scale integrated catchment models for supporting water- and environmental management decisions,http://www.tiszariver.com/,TISZA RIVER PROJECT
7130,Towards harmonised procedures for quantification of catchment scale nutrient losses from european catchments,http://www.euroharp.org/,EUROHARP
7131,Development of integrated management system (ims) for prevention and reduction of pollution of waterbodies at contaminated industrial areas,http://www.mep.tno.nl/WELCOME/,WELCOME
7132,"Development, evaluation and implementation of a standarized fish-based assessment method for the ecological status of european rivers : a contribution to the water framework directive",http://fame.boku.ac.at/,FAME
7133,"Development of a decision support system for sustainable management of contaminated land by linking bioavailability, ecological risk and ground water pollution of organic pollutants",http://www.liberation.dk/firstpage.html,LIBERATION
7134,Developing strategies for regulating and managing water resources and demand in water deficient regions,http://environ.chemeng.ntua.gr/wsm/,WATERSTRATEGYMAN
7142,Seafloor imaging and toxicity : assessment of risks caused by buried waste,http://spt.dibe.unige.it/res_underwater.html,SITAR
7143,Underwater communications using electromagnetic waves,http://cordis.europa.eu/eesd/ka3/projects.htm,EMCOMMS
7144,Seabee - a mobile lander for autonomous monitoring and sampling,http://www.uwth.uni-hannover.de/de/projekte/seabee/,SEABEE
7145,Harmful algae blooms initiation and prediction in large european marine ecosystems,http://www.nersc.no/HABILE/,HABILE
7146,European marine genetic biodiversity,http://www.eumar.tmbl.gu.se/,EUMAR
7147,Developing new decision-making tools to promote the sustainable development in european cities based on eco-industrial park strategy,http://www.ecopadev.net,ECOPADEV
7149,"Urban sprawl: european patterns, environmental degradation and sustainable development",http://www.pik-potsdam.de/gerhard/projekt,URBS PANDENS
7164,Design for future needs,http://www.dffn.org/ or http://www.designforfutureneeds.org/,DFFN
7188,TELEMonitoring and Advanced teleControl of high yield wastewater treatment plants,http://www.ercim.org/telemac/,TELEMAC
7190,System for European Water monitorING,http://www.sewing.mixdes.org,SEWING
