acronym,title,foundProjectUrl1,classification
A-BINGOS,Accreting binary populations in Nearby Galaxies Observations and Simulations,https://erc.europa.eu/projects-and-results/erc-funded-projects?f[0]=sm_field_cordis_project_hi_count%3AIndia&f[1]=sm_field_cordis_project_hi_count%3AGreece,0
REPRODUCTION,Historicizing Reproduction,http://www.mpiwg-berlin.mpg.de/en/research/projects/departmentSchaefer_WG_SandS_TechnoscientificTurnofReproduction,0
ZF-DELIVERY,ZF Delivery,http://www.zf.com/corporate/media/en_de/zf_media_import/document/corporate_2/company_4/purchasing_and_logistics/downloads_sachs/logistischeanforderungen.pdf,0
JUDAISM AND ROME,Re thinking Judaism s Encounter with the Roman Empire Rome s Political and Religious Challenge to Israel and its Impact on Judaism 2nd Century BCE 7th Century CE,https://eabs.net/site/post-doc-or-research-associate-positions-in-roman-period-judaism/,0
MEMORY PERSISTENCE,Molecular Mechanisms of Memory Persistence,http://www.research.ed.ac.uk/portal/en/projects/memory-persistence-molecular-mechanisms-of-memory-persistence(b6200370-89d8-48bc-9ce6-63a4b84709fb).html,0
CYSTEINE-FREE NCL,Development of a new methodology for the synthesis of mercapto amino acids for protein synthesis by cysteine free native chemical ligation,http://link.springer.com/chapter/10.1007/128_2014_594/fulltext.html,0
SICOMIN,Silicon carbon oxide minerals at extreme pressure and temperature conditions,http://www.thefreedictionary.com/compositionally,0
EVOGENETICSTFBINDING,Evolutionary genetics of transcription factor binding in closely related mammals,http://erc.europa.eu/projects-and-results/erc-funded-projects?f[0]=sm_field_cordis_project_funding%3AConsolidator%20Grants%20%28CoG%29&f[1]=sm_field_cordis_project_subpanel%3ALS8,0
CELL FATE,Single Cell Epigenetics in Cell Fate Determination,http://www.academia.edu/11840533/Mathematical_modeling_of_cell-fate_specification_From_simple_to_complex_epigenetics,0
TACTIC,Tools methods And training for CommuniTIes and Society to better prepare for a Crisis,https://www.tacticproject.eu/,1
APARTHEID-STOPS,Apartheid The Global Itinerary South African Cultural Formations in Transnational Circulation 1948 1990,https://erc.europa.eu/apartheid-global-itinerary-south-african-cultural-formations-transnational-circulation-1948-1990,0
INPHOFLEX,INTEGRATION OF PHOTONIC NANOSTRUCTURES IN FLEXIBLE DYE SOLAR CELLS,http://mom.icmse.csic.es/projects/,1
TEMPLATE 2.0,Template 2 0 Depicting the picture in your head,http://www.vupsy.nl/staff-members/joram-van-driel/,0
METTRANS,Metal Transport in the Environment,http://www.mettrans-itn.eu/,1
SEPTOENTOCIRCUITS,The Influence of parvalbumin neurons from the medial setum and diagonal band complex on medial entorhinal cortex activity,http://www.research.ed.ac.uk/portal/en/publications/gabaergic-projections-from-the-medial-septum-selectively-inhibit-interneurons-in-the-medial-entorhinal-cortex(504319e4-e145-4dec-abaf-71d2253686f5).html,0
RECIRC,The Reception and Circulation of Early Modern s Women s Writing 1550 1700,https://www.nuigalway.ie/mooreinstitute/site/view/1843/,1
REMSIL,Rare Earth Metal Separation with Ionic Liquids,http://www.thefreedictionary.com/Rare+earth+metals,0
BUBBLEBOOST,Microfluidic bubbles for novel applications acoustic laser and ultrasonically controlled swimming microrobots,https://erc.europa.eu/projects-and-results/erc-funded-projects?f[0]=sm_field_cordis_project_subpanel%3APE8&num=50,0
CAREGIVING,The plasticity of parental caregiving characterizing the brain mechanisms underlying normal and disrupted development of parenting,http://hedonia.kringelbach.org/?portfolio=human-parental-brain,1
VOICESOFVENICE,The Voices of Venice Anthro Ecological Perspective on the Making of Medieval Europe,http://www.unive.it/media/allegato/AREA%20RICERCA/Progetti%20FINANZIATI/VoicesofVenice_2013.pdf,0
BRAIN,BRAIN The Brandenburg Research Academy and International Network,http://www.mwfk.brandenburg.de/sixcms/detail.php/633291,0
RNAMEDTGS,RNA mediated Transcriptional Gene Silencing in Humans,http://medical-dictionary.thefreedictionary.com/termination+factor,0
TORCH,TOR and Cellular Homeostasis,https://erc.europa.eu/sites/default/files/document/file/erc_2013_cog_full_results_by_domain.pdf,0
HOST TRANSLATION,The translational landscape of virally infected cells,https://en.wikipedia.org/wiki/Plant_virus,0
STRUBA,Computational modelling of structural batteries,http://imechanica.org/node/17609,0
CONCORDE,Development of Coordination Mechanisms During Different Kinds of Emergencies,http://www.kios.ucy.ac.cy/index.php/research/research-projects/21-research/research-projects/243-development-of-coordination-concorde-mechanisms-during-different-kinds-of-emergencies.html,1
FORCE,FOResight Coordination for Europe,http://www.force-europe.eu/en/,1
AUGURY,Reconstructing Earth s mantle convection,http://www.internationalinnovation.com/build/wp-content/uploads/2014/08/p115-117_Nicolas_Coltice_Intl_Innovation_141_Research_Media.pdf,0
SESYP,Identifying Social Ecological System Properties Benefiting Biodiversity and Food Security,http://erc.europa.eu/sites/default/files/document/file/erc_2013_cog_results_sh.pdf,0
FIGHT-CANCER,Long non coding RNAs of tumor infiltrating lymphocytes as novel anti cancer therapeutic targets,https://erc.europa.eu/long-non-coding-rnas-tumor-infiltrating-lymphocytes-novel-anti-cancer-therapeutic-targets,0
OSC-GO,Organic Solar Cells Go,http://www2.physics.ox.ac.uk/research/afmd-group/projects,0
FLOWGENE,Following the Genomic Footprints of Early Europeans,http://www.vacarme-project.org/,0
HETEROICE,Towards a molecular level understanding of heterogeneous ice nucleation,http://www.chem.ucl.ac.uk/ice/positions.html,0
SPARCS,Stochastic Parametrizations in Complex Systems,https://www.scribd.com/doc/88199361/Words,0
ACUITY,Algorithms for coping with uncertainty and intractability,https://erc.europa.eu/algorithms-coping-uncertainty-and-intractability,0
MAMMA,Spatio Temporal Modeling for Enhanced Automated Detection and Classification of Non Mass Lesions in Breast MRI,http://spie.org/Publications/Proceedings/Volume/3338,0
CAVITYQPD,Cavity quantum phonon dynamics,https://erc.europa.eu/projects-and-results/erc-funded-projects?f[0]=sm_field_cordis_project_hi_count%3AIndia&f[1]=sm_field_cordis_project_hi_count%3AFinland,0
COBRA,COatings for BipolaR plAtes,http://www.cobra-fuelcell.eu/,1
QUANTSTRO,Quantum Degenerate Strontium Mixtures Molecules and Many Body Physics,https://erc.europa.eu/sites/default/files/document/file/erc_2013_cog_full_results_by_domain.pdf,0
TERAMICROSYS,Terahertz microsystems Enabling the large scale exploitation of the terahertz gap,http://encyclopedia2.thefreedictionary.com/terahertz+gap,0
INANOMOF,Multifunctional micro and nanostructures assembled from nanoscale metal organic frameworks and inorganic nanoparticles,http://www.icn.cat/publications/corporate/annual-reports/2013/index.php/research-groups/technical-development-and-support/supramolecular-nanochemistry-a-materials-group,0
MITOFUN,Mitochondria as regulators of fungal virulence,http://www.biosciences-labs.bham.ac.uk/may/MitoFun.html,1
TRANSITION,Large Deviations and Non Equilibrium Phase Transitions for Turbulent Flows Climate and the Solar System,http://perso.ens-lyon.fr/freddy.bouchet/Transition/Transition.html,1
SNP,Inference for Semi Nonparametric Econometric Models,https://ideas.repec.org/b/pup/pbooks/8355.html,0
NEUROVISION,The organisation of functional microcircuits in visual cortex,http://acronyms.thefreedictionary.com/Primary+visual+cortex,0
BOTMED,Microrobotics and Nanomedicine,https://erc.europa.eu/projects-and-results/erc-stories/microrobotics-meets-nanomedicine-improved-eye-surgery,0
H3.3CANCER,The histone H3 3 variant in brain cancer pathogenesis,https://erc.europa.eu/histone-h33-variant-brain-cancer-pathogenesis,0
DYNAMO,DYNAMO Design methods for durabilitY aNd operAbility of low eMissions cOmbustors,http://www.lboro.ac.uk/research/rolls-royce-utc/people/research-staff/dr-nishant-singh/,0
BTVI,First Biodegradable Biocatalytic VascularTherapeutic Implants,https://erc.europa.eu/projects-and-results/erc-funded-projects?f[0]=sm_field_cordis_project_subpanel%3APE8&num=50,0
INTERFERE,Sparse Signal Coding for Interference based Imaging Modalities,http://erc-interfere.eu/index.html,0
EVOCOGN,The Evolution of Cognitive Performance,http://erc.europa.eu/projects-and-results/erc-funded-projects?f[0]=sm_field_cordis_project_funding%3AConsolidator%20Grants%20%28CoG%29&f[1]=sm_field_cordis_project_subpanel%3ALS8,0
NLL,Nonlinear Laser Lithography,http://jobs.sciencecareers.org/job/391180/postdoc-position-on-computational-modelling-in-the-erc-project-titled-nonlinear-laser-lithography-/,0
ECOPRESSWOOD,Formaldehyde free Bio Based thermosetting resin for wood pressed products,http://www.ecopresswood.eu/,1
A-HERO,Anthelmintic Research and Optimization,https://erc.europa.eu/projects-and-results/erc-funded-projects?f[0]=sm_field_cordis_project_hi_count%3ASwitzerland,0
POLLOX,ANAEROBIC POLLUTANT DEGRADATION WITH OXYGEN,https://erc.europa.eu/anaerobic-pollutant-degradation-oxygen,0
ODOURCOB,OdourCOB Odour Characterization of Odorants from Biosolids,http://www.thefreedictionary.com/odorants,0
MYELOSHOCK,Role of myeloid cells their mediators and their antibody receptors in allergic shock anaphylaxis using humanized mouse models and clinical samples,https://research.pasteur.fr/fr/project/myeloshock-role-of-myeloid-cells-their-mediators-and-their-antibody-receptors-in-allergic-shock-anaphylaxis-using-humanized-mouse-models-and-clinical-samples/,0
THEMODS,Theories and Models of the Dark Sector Dark Matter Dark Energy and Gravity,https://erc.europa.eu/projects-and-results/erc-funded-projects/themods,0
COREFEAR,Functional wiring of the core neural network of innate fear,https://erc.europa.eu/sites/default/files/document/file/erc_2013_adg_results_all_domains.pdf,0
NSHOCK,Non classical rarefaction shock waves in molecularly complex vapours,http://crealaboratory.blogspot.com/p/nshock-project.html,0
SAFEDRIVE,A Platform Power Management System and Low Voltage Drive Train for Hybrid and Electric Vehicles,http://www.ecpe.org/news-projects/european-projects/current/details/?tx_ttnews%5Btt_news%5D=233&cHash=f90ff4f39a677fafaaf1da0d1fde1c78,1
MOTMELSUM,Motivic Mellin transforms and exponential sums through non archimedean geometry,http://www.logique.jussieu.fr/modnet/Job%20openings/,1
OPTOMOT,Optical dissection of cortical motor circuits,https://erc.europa.eu/sites/default/files/document/file/erc_2013_cog_full_results_by_domain.pdf,0
PRONTO,Productivity Non Tariff Measures and Openness,http://prontonetwork.org/,1
MECHANODEVO,Mechanical signals in plants from cellular mechanisms to growth coordination and patterning,http://www.researchranking.org/index.php?action=partner&p=daC,0
INDIRECT,Intergenerational Cumulative Disadvantage and Resource Compensation,http://www.utu.fi/en/units/soc/units/sociology/research/projects/indirect/Pages/home.aspx,1
SEARCHLIGHT,A new communication paradigm for future very high speed wireless networks,http://horizon2020projects.com/es-european-research-council/new-wireless-communication-project-launched/,0
UNICOM,The making and breaking of ubiquitin chains in cholesterol metabolism,http://en.wikipedia.org/w/index.php,0
PASTFORWARD,Development trajectories of temperate forest plant communities under global change combining hindsight and forecasting PASTFORWARD,http://www.biw.kuleuven.be/vacatures/documenten/v1502-ugent.pdf,0
TOPOMAT,Topological insulators computational exploration of emerging electronic materials,http://gr-yaz.epfl.ch/TopoMat,0
MULTISCOPE,Multidimensional Ultrafast Time Interferometric Spectroscopy of Coherent Phenomena in all Environments,https://erc.europa.eu/sites/default/files/document/file/erc_2013_cog_full_results_by_domain.pdf,0
CERTMOD,Certified Code Generation of Model Based Modelica Controllers,http://www.esterel-technologies.com/wp-content/uploads/2014/09/SCADE-Solutions-for-Academics.pdf,0
ANGIOBONE,Angiogenic growth specialization ageing and regeneration of bone vessels,https://erc.europa.eu/angiogenic-growth-specialization-ageing-and-regeneration-bone-vessels,0
HIGHTECS,Development of High Temperature Survival Electronic Devices for Engine Control Systems,http://www-omcs.materials.ox.ac.uk/research/past-projects.html,0
MOBILECLOUD,Linking Sino European Research Institutions in the Mobile Cloud Computing Era,http://www.fp7-mobilecloud.eu/,1
JANUS DYNAMICS,Magnetization dynamics in anisotropic magnetic nanoparticles investigated using time resolved X ray and neutron scattering techniques,http://www.mrs.org/f12-program-l/,0
ART,Aberrant RNA degradation in T cell leukemia,http://www.kuleuven.be/research/excellence/human_health/cools.html,0
CHROMATINTARGETS,Systematic in vivo analysis of chromatin associated targets in leukemia,https://erc.europa.eu/sites/default/files/document/file/erc_2013_stg_results_all_domains.pdf,0
ACROSS,3D Reconstruction and Modeling across Different Levels of Abstraction,https://erc.europa.eu/projects-and-results/erc-funded-projects?f[0]=sm_field_cordis_project_funding%3AAdvanced%20Grant%20%28AdG%29&f[1]=sm_field_cordis_project_call_yea%3A2013,0
ALGAENET,Renewable energy production through microalgae cultivation Closing material cycles,http://www.algaenet.eu/index.html,0
INDIREA,Individualised Diagnostics and Rehabilitation of Attention,http://www.indirea.eu/,1
DPR-MODELS,C9orf72 repeat expansion in FTD ALS from mechanisms to therapeutic approaches,https://erc.europa.eu/c9orf72-repeat-expansion-ftdals-mechanisms-therapeutic-approaches,0
EXOLIGHTS,Decoding Lights from Exotic Worlds,https://erc.europa.eu/projects-and-results/erc-funded-projects/exolights,0
HPEM,Development of key technology components for high performance electric motors,https://www.eumonitor.nl/9353000/1/j9vvik7m1c3gyxp/viz8743tzlyl,0
PGSYS EXCHANGE,Bioprocess Platform for the A sojae PGzyme system,http://www.2020-horizon.com/PGSYS-EXCHANGE-Bioprocess-Platform-for-the-A-sojae-PGzyme-system(PGSYS-EXCHANGE)-s2393.html,1
DIRECT,Disabling Radiotherapy resistance in Cancer Treatment,http://www.maastrolab.com/#!notch/c1k1e,0
NATURALE CG,Engineering Bio inspired Materials for Biosensing and Regenerative Medicine,http://encyclopedia2.thefreedictionary.com/Plasmonic,0
BIONETRECON,Reconstruction Algorithms for Biological Networks,http://eeas.europa.eu/delegations/israel/documents/eu_israel/list_of_projects_7th_rtd_framework_programme_en.xls,0
COSMOS,Integrated In Silico Models for the Prediction of Human Repeated Dose Toxicity of Cosmetics to Optimise Safety,http://www.cosmostox.eu/home/welcome/,1
QPROGRESS,Progress in quantum computing Algorithms communication and applications,https://www.illc.uva.nl/NewsandEvents/Archives/index.php?year=2013,0
EARLYEARTH,Accretion and Differentiation of Terrestrial Planets,http://serc.carleton.edu/NAGTWorkshops/earlyearth/workshop07/key-questions.html,0
4PI-SKY,4 pi sky Extreme Astrophysics with Revolutionary Radio Telescopes,https://erc.europa.eu/projects-and-results/erc-funded-projects?f[1]=sm_field_cordis_project_funding%3AAdvanced%20Grant%20%28AdG%29&page=1,0
