,acronym,title,foundProjectUrl1,classification
6144,E-ELT PREP,Preparing for the construction of the European Extremely Large Telescope,http://www.inaf.it/it/sedi/sede-centrale-nuova/direzione-scientifica/relazioni-internazionali/programmi-quadro/schede-progetti-fp7/e-elt-prep,1
6146,ILC-HIGRADE,International Linear Collider and High Gradient Superconducting RF Cavities,http://www.ilc-higrade.eu/,1
6148,INTEGERS,INTEgrating and Strengthening GEnomic Research in South Eastern Europe,http://genome.hr/,1
6149,EBV HORIZONS,Heterologous immunity to Epstein Barr virus dissecting the role of cross reactive CD8 T cells in mediating disease outcome in children young adults and the elderly,http://www.euussciencetechnology.eu/content/heterologous-immunity-epstein-barr-virus-dissecting-role-cross-reactive-cd8-t-cells,1
6150,PSYCHGENE,Copy Number Variation and Endophenotypes in Psychiatric Disorders,http://www.psych-gene.eu/,1
6151,NAM,New Antimicrobials,http://www.oulu.fi/nam/,1
6156,WOOD-NET,The implementation of research potential of the Latvian State Institute of Wood Chemistry in the European Research Area,http://www.kki.lv/index.php?lang=en&id=87,1
6157,VISIBILITY TOOLS,Towards sustainable urban design Developing automated visibility analysis tools to be used along the urban planning and design development process,http://www.euussciencetechnology.eu/content/towards-sustainable-urban-design-developing-automated-visibility-analysis-tools-be-used,1
6161,BONUS+,Multilateral call for research projects within the Joint Baltic Sea Research Programme BONUS,http://www.bonusportal.org/,1
6164,REDICT,Regional Economic Development by ICT New media clusters,http://www.redict.ro/redict.htm,1
6167,STARNETREGIO,STARring a trans regional network of REGIOnal research driven marine clusters,http://www.starnetregio.eu/,1
6169,WELTEMP,Water Electrolysis at Elevated Temperatures,http://www.weltemp.eu/,1
6170,EFONET,Energy Foresight Network,http://www.2020-horizon.com/EFONET-Energy-foresight-network(EFONET)-s14082.html,1
6177,INCONET EAP,STI International Cooperation Network for Eastern Partnership Countries,http://inco-eap.net/,1
6179,FUTUREWINGS,Wings of the future,http://www.futurewings.eu/index_2.htm,1
6180,INNOVASOL,Innovative Materials for Future Generation Excitonic Solar Cells,http://www.2020-horizon.com/INNOVASOL-Innovative-materials-for-future-generation-excitonic-solar-cells(INNOVASOL)-s723.html,1
6183,MASS-CARE,Molecular Self Screening for Cervical Cancer Prevention,http://hpvstudies.nl/index.php?id=3,1
6186,AIR-SEAL,An Innovative RFID Security SEAL for Aircraft Galley Trolleys,http://airseal.pera.com/project-outline,1
6188,OPTOCO2FISH,Development of an Opto chemical Carbon Dioxide Sensor for Aquaculture and Oceanography Applications,http://www.optoco2fish.eu/,1
6191,SWARM,Demonstration of Small 4 Wheel fuel cell passenger vehicle Applications in Regional and Municipal transport,http://www.swarm-project.eu/,1
6192,EURARE,Development of a sustainable exploitation scheme for Europe s Rare Earth ore deposits,http://www.eurare.eu/,1
6201,PAPP,Portable and Predictable Performance on Heterogeneous Embedded Manycores,http://www.papp-project.eu/,1
6203,ASFORCE,Targeted research effort on African swine fever,http://asforce.org/,1
6208,EDUMOTION,Education on the Move Mobile access to educational content,http://www.edumotion-project.eu/,1
6212,HERRB,Helicopter Electric Regenerative Rotor Brake,http://www.herrbcleanskies.eu/,1
6213,STABAGDG,Stability and wall crossing in algebraic and differential geometry,http://www-dimat.unipv.it/stoppa/erc/erc.html,1
6215,SPREE,SERVICIZING POLICY FOR RESOURCE EFFICIENT ECONOMY,http://www.spreeproject.com/,1
6216,ECUC,Eddy CUrrent Brake Compatibility,http://www.ecuc-project.eu/,1
6217,STRUCTURES,Strategies for the Improvement of Critical infrastructure Resilience to Electromagnetic Attacks,http://www.structures-project.eu/,1
6219,PATHSEEK,Automated Next Generation Sequencing for Diagnostic Microbiology,http://www.pathseek.eu/project,1
6222,ESOF2012,Euroscience Open Forum 2012,http://www.esof.eu/,1
6224,PARAMET,A systematic analysis of parasite metabolism from metabolism to intervention,http://www.paramet.eu/,1
6226,BRAINFLIGHT,Brain controlled aircraft flight using multiple feedback mechanisms,http://www.transport-research.info/project/brain-controlled-aircraft-flight-using-multiple-feedback-mechanisms,1
6235,SCOPE,Stress and Coping among Portuguese Police Officers,http://www.fpce.up.pt/scope/index.html,1
6236,EQUATOX,Establishment of Quality Assurances for the Detection of Biological Toxins of Potential Bioterrorism Risk,http://equatox.net/,1
6260,NECTAR,New Generation of NiAl Based Eutectic Composites with Tuneable Properties,http://www.materials.imdea.org/research/projects/NECTAR,1
6263,BIO-CT,European Biotechnologies Common Tools,https://danube-inco.net/object/project/15730,1
6265,THIOCYANOX,Hydrogen Cyanide and Thiocyanate Transformations in Anoxic Aquatic Systems,http://www.2020-horizon.com/BEN-GURION-UNIVERSITY-OF-THE-NEGEV-p1968g1.html,1
6274,IMKA,Impact of hydrological extremes on alpine karst groundwater resources,http://www.agw.kit.edu/english/imka.php,1
6277,ANVIL,Analysis of Civil Security Systems in Europe,http://anvil-project.net/,1
6287,RICEBLAST-NETWORKS,Post transcriptional networks regulating organ specific and general infection mechanisms in the rice blast fungus,http://www.anesesma.org/Riceblast-Networks.htm,1
6288,DBA-CHECKPOINTS,The Role of the RPL11 p53 Checkpoint in the Development and Treatment of DBA,http://www.2020-horizon.com/FUNDACIO-PRIVADA-INSTITUT-D-INVESTIGACIO-BIOMEDICA-DE-BELLVITGE-p630g1.html,1
6296,SPINKOND,Spin effects in transport through magnetic nanostructures in the Kondo regime,http://www.staff.amu.edu.pl/~weymann/grants.html,1
6299,CREATIVELITTLESCIENT,Creative Little Scientists Enabling Creativity through Science and Mathematics in Preschool and First Years of Primary Education,http://www.creative-little-scientists.eu/,1
6307,NANOMEND,Nanoscale Defect Detection Cleaning and Repair for Large Area Substrates,http://nanomend.eu/,1
6316,H2OCEAN,Development of a wind wave power open sea platform equipped for hydrogen generation with support for multiple users of energy,http://h2ocean-project.eu/,1
6319,HYTIME,Low temperature hydrogen production from second generation biomass,http://www.process-simulation.at/?q=node/311,1
6324,ORGANICDATANETWORK,Data network for better European organic market information,http://www.organicdatanetwork.net/,1
6327,ENEPLAN,ENergy Efficient Process pLAnning system,http://www.eneplan.eu/,1
6328,GE2O,Geo clustering to deploy the potential of Energy efficient Buildings across EU,http://www.energydimensions.net/multidimensional-maps-to-improve-energy-efficiency/,1
6329,MACSHEEP,New Materials and Control for a next generation of compact combined Solar and heat pump systems with boosted energetic and exergetic performance,http://macsheep.spf.ch/Project.248.0.html,1
6339,SCOOP,Solar Collectors made of Polymers,http://eu-scoop.org/,1
6340,IPERA,Integrating the Institute for Physical Research of the National Academy of Sciences of the Republic of Armenia into ERA,http://www.increast.eu/en/1608.php,1
6352,INGECT,An innovative environmentally friendly gelcoating technology for composites for marine and wind Turbine applications to reduce VOC emissions processing time and cost,https://www.fose1.plymouth.ac.uk/sme/acmc/ingect/,1
6353,ARTIVASC 3D,Artificial vascularised scaffolds for 3D tissue regeneration,http://www.artivasc.eu/,1
6355,RADINTERFACES,Multiscale Modelling and Materials by Design of interface controlled Radiation Damage in Crystalline Materials,http://www.materials.imdea.org/research/projects/RADINTERFACES,1
6359,TRANSBIO,BioTRANSformation of by products from fruit and vegetable processing industry into valuable BIOproducts,http://transbio.eu/en/the_project.asp,1
6361,HIPIN,High Performance Insulation based on Nanostructure encapsulation of air,http://www.hipin.eu/,1
6362,INNOVAHEALTH,Open Innovation For Health A Strategy for 2020,http://www.oipharmapartners.com/news/,1
6368,SUPERCLEANQ,Development of processes and quality procedures for the valorisation of recycled plastics for food contact applications,http://www.supercleanq.eu/About-SuperCleanQ.aspx,1
6369,JPIS TO CO-WORK,JPI s a process of mutual learning TOwards a COmmon adoption of frameWORK,http://www.jointprogramming.nl/supportingactions/,1
6370,TARKINAID,Targeting Src family tyrosine kinases in chronic autoimmune and inflammatory diseases,http://www.eumbrella.org/tarkinaid.html,1
6375,G4V,Grid for Vehicles Analysis of the impact and possibilities of a mass introduction of electric and plug in hybrid vehicles on the electricity networks in Europe,http://www.g4v.eu/,1
6378,EMININN,Environmental Macro Indicators of Innovation,http://www.emininn.eu/,1
6379,EEBGUIDE,Operational Guidance for performing Life Cycle Assessment Studies of the Energy efficient Buildings Initiative,http://publica.fraunhofer.de/documents/N-350000.html,1
6384,ACTIPPTSENS,Active Pressure Position and Temperature sensors for Turboshaft engines,http://www.actipptsens.eu/index.html,1
6387,OSLO,Ocean Surface Layer Observations,http://www.oceansurface.eu/,1
6388,CROSS-IT,Smart condition monitoring and prompt NDT assessment of large concrete bridge structures,http://www.inetec.hr/en/reports/fp7-project-smart-condition-monitoring-and-prompt-ndt-assessment-of-large-concrete-bridge-structures/,1
6390,STRONGER,Strengthening transdisciplinary research on infectious and emerging diseases in French Guiana linking fieldwork benchside and bedside,http://www.hkupasteur.hku.hk/index.php/Network/News/stronger_kick_off_meeting_13_14_december_2011_institut_pasteur_in_french_gu,1
6393,TRACY,Transport needs for an ageing society,http://www.transport-research.info/project/transport-needs-ageing-society,1
6395,SAPH PANI,Enhancement of natural water systems and treatment methods for safe and sustainable water supply in India,http://saphpani.eu/,1
6396,GRIP,Green Retrofitting through Improved Propulsion,http://www.transport-research.info/project/green-retrofitting-through-improved-propulsion,1
6397,BIOTINET,Academic Industrial Initial Training Network on Innovative Biocompatible Titanium base Structures for Orthopaedics,http://www.biotinet.eu/index.html,1
6404,SIM4RDM,Support Infrastructure Models for Research Data Management,https://www.surf.nl/en/knowledge-base/2013/conclusions-and-results-of-sim4rdm-support-infrastructure-models-for-research-data-management-project.html,1
6414,SENERES,Sustainable Energy Research and Development Centre,http://seneres.pl/project,1
6415,CHATT,Cryogenic Hypersonic Advanced Tank Technologies,http://www.transport-research.info/project/cryogenic-hypersonic-advanced-tank-technologies,1
6416,SME-AERO-POWER,Empowering European Aeronautical SMEs to Participate in EU Research,http://www.transport-research.info/project/empowering-european-aeronautical-smes-participate-eu-research,1
6417,PROT-HISPRA,HIgh Speed PRoteomics Analysis Prot HiSPRA Solving the bottlenecks of proteomics technologies for time sensitive proteome driven medical decisions,http://www.prot-hispra.eu/wordpress/,1
6424,RESTRAIL,Reduction of Suicides and Trespasses on RAILway property,http://www.restrail.eu/,1
6426,BESAFE,BESAFE Biodiversity and Ecosystem Services Arguments for our future Environment,http://besafe-project.net/,1
6427,BIOMOT,MOTivational strength of ecosystem services and alternative ways to express the value of BIOdiversity,http://www.biomot.eu/,1
6431,MOAMAUX,Modulation of AMPA receptor properties by auxiliary subunits,http://www.2020-horizon.com/FUNDACIO-PRIVADA-INSTITUT-D-INVESTIGACIO-BIOMEDICA-DE-BELLVITGE-p630g1.html,1
6433,MIT,Metrocargo Intermodal Transport,http://www.mitproject.eu/,1
6440,GABRIEL,Integrated Ground and on Board system for Support of the Aircraft Safe Take off and Landing,http://www.gabriel-project.eu/,1
6445,DREAM,Development of Robot Enhanced therapy for children with AutisM spectrum disorders,http://www.dream2020.eu/,1
6446,CultAR,Culturally Enhanced Augmented Realities,http://www.cultar.eu/,1
6447,MUSES,Multiplatform Usable Endpoint Security,https://www.musesproject.eu/,1
6449,EUROPRACTICE 2012,EUROPRACTICE CAD and prototyping services for European universities and research institutes,http://www.europractice-ic.com/,1
6450,SUNRISE,Sensing monitoring and actuating on the UNderwater world through a federated Research InfraStructure Extending the Future Internet,http://fp7-sunrise.eu/,1
6453,CoSyne,Multi Lingual Content Synchronization for Wikis,https://cosyne.wordpress.com/,1
6454,MIMICS,Multimodal Immersive Motion Rehabilitation with Interactive Cognitive Systems,http://www.mimics.ethz.ch/,1
6458,LEXNET,Low EMF Exposure Future Networks,http://lexnet-project.eu/,1
6462,MONARCA,MONitoring treAtment and pRediCtion of bipolAr Disorder Episodes,http://www.monarca-project.eu/,1
6464,QUANTICOL,A Quantitative Approach to Management and Design of Collective and Adaptive Behaviours,http://blog.inf.ed.ac.uk/quanticol/,1
6466,SAPERE,Self aware Pervasive Service Ecosystems,http://www.sapere-project.eu/,1
6467,EMORPH,Event driven morphological computation for embodied systems,http://emorph.org/,1
6470,OPTIMI,Online Predictive Tools for Intervention in Mental Illness OPTIMI,http://optimi-project.masystems.co.uk/,1
6471,T-AREA-SoS,Trans Atlantic Research and Education Agenda in System of Systems,https://www.tareasos.eu/,1
6472,CLASSiC,Computational Learning in Adaptive Systems for Spoken Conversation,http://www.classic-project.org/,1
6473,ROBOFOOT,Smart robotics for high added value footwear industry,http://www.robofoot.eu/,1
6474,EuConNeCts,European Conferences on Networks and Communications EuCNC,http://eucnc.eu/,1
6476,SENSE4US,Data Insights for Policy Makers and Citizens,http://www.sense4us.eu/,1
6477,SeaClouds,Seamless adaptive multi cloud management of service based applications,http://www.seaclouds-project.eu/,1
6479,Layers,Learning Layers Scaling up Technologies for Informal Learning in SME Clusters,http://learning-layers.eu/,1
